Ward Code,Ward Name,Borough,Population,Working age population,Child population,16-59 population,Old age population,IMD Extent %,IMD Extent Rank,IMD Average rank,IMD average rank rank,IMD average score,IMD average score rank,Rank of worst LSOA,Worst LSOA Code,Worst LSOA: % of resident in ward,Number of LSOAs,# LSOAs in worst 5%,# LSOAs in worst 10%,# LSOAs in worst 20%,# LSOAs in worst 50%,Income scale,Income score,Income rank,Employment scale,Employment score,Employment rank,IDACI scale,IDACI score,IDACI score rank,IDAOPI scale,IDAOPI score,IDAOPI score (rank)
E05000141,King's Cross,Camden,12235,8891,1867,8932,1436,27%,172,12218.2,252,24.9,235,4547,E01000939,100%,8.00,0.00,0.00,3.00,6.00,1851.4,0.151,245,832.0,0.094,246,395.01,0.212,214,433.73,0.302,161
E05000142,Regent's Park,Camden,14160,9679,2557,9697,1906,22%,211,10881.3,206,26.1,206,4347,E01000950,100%,8.00,0.00,0.00,2.00,7.00,2677.0,0.189,112,1110.6,0.115,123,668.56,0.261,105,646.66,0.339,108
E05000143,St. Pancras and Somers Town,Camden,16118,10755,3393,10784,1941,46%,68,7160.9,61,32.5,65,4567,E01000959,100%,8.00,0.00,0.00,5.00,8.00,3743.0,0.232,30,1510.9,0.140,33,1085.13,0.320,15,740.68,0.382,67
E05000144,Swiss Cottage,Camden,14375,9636,2632,9544,2199,0%,438,21391.8,494,13.3,490,12315,E01000961,100%,8.00,0.00,0.00,0.00,2.00,1431.2,0.100,437,583.0,0.061,469,386.68,0.147,378,354.33,0.161,424
E05000145,West Hampstead,Camden,13448,10093,1776,9972,1700,1%,428,18622.3,425,16.6,417,9542,E01000972,100%,7.00,0.00,0.00,0.00,3.00,1569.2,0.117,375,787.9,0.078,354,301.31,0.170,328,406.49,0.239,267
E05009297,City of London,City of London,6687,4216,922,3980,1785,3%,384,20424.5,470,14.7,460,8678,E01000005,100%,6.00,0.00,0.00,0.00,2.00,435.3,0.065,565,219.4,0.052,526,65.14,0.071,570,147.57,0.083,586
E05011462,Addiscombe East,Croydon,11718,7300,2223,7285,2210,7%,332,18301.4,416,16.9,412,7019,E01000992,57%,6.95,0.00,0.00,0.00,2.00,1172.4,0.100,434,556.0,0.076,363,281.56,0.127,431,285.90,0.129,481
E05011463,Addiscombe West,Croydon,13967,9047,2836,9063,2067,6%,339,13410.3,285,22.0,295,5615,E01001045,18%,8.07,0.00,0.00,0.18,6.32,1874.8,0.134,310,761.5,0.084,299,492.46,0.174,318,468.54,0.227,289
E05011464,Bensham Manor,Croydon,16620,10084,3917,10212,2491,12%,271,11025.6,212,25.2,228,5065,E01001001,100%,11.00,0.00,0.00,1.00,11.00,2614.0,0.157,227,1002.5,0.099,215,725.58,0.185,280,519.89,0.209,331
E05011465,Broad Green,Croydon,19384,12047,5100,12266,2019,37%,110,8405.3,111,30.8,97,2836,E01001013,91%,9.75,0.00,0.91,2.91,9.75,3552.0,0.183,134,1310.6,0.109,160,1074.59,0.211,217,613.47,0.304,158
E05011466,Coulsdon Town,Croydon,12719,7316,2544,7242,2933,0%,438,23553.2,539,11.3,537,11187,E01001015,21%,8.29,0.00,0.00,0.00,1.21,883.4,0.069,541,413.5,0.057,491,244.29,0.096,514,209.91,0.072,609
E05011467,Crystal Palace & Upper Norwood,Croydon,16729,10771,3439,10840,2449,2%,408,13816.3,297,21.1,311,8850,E01001162,100%,9.01,0.00,0.00,0.00,7.00,2195.1,0.131,322,944.6,0.088,275,626.34,0.182,290,405.09,0.165,411
E05011468,Fairfield,Croydon,10945,7676,2443,7576,925,44%,77,7192.3,64,32.2,70,5333,E01001042,100%,4.43,0.00,0.09,1.92,4.43,1868.1,0.171,177,827.9,0.108,166,551.13,0.226,176,251.60,0.272,206
E05011469,Kenley,Croydon,10678,6129,2162,6149,2367,0%,438,21957.9,506,12.4,514,16728,E01001068,100%,6.18,0.00,0.00,0.00,0.08,745.9,0.070,538,335.8,0.055,507,215.75,0.100,500,183.82,0.078,597
E05011470,New Addington North,Croydon,11093,5967,3432,6141,1520,78%,10,4863.8,13,38.2,15,3683,E01001052,100%,6.65,0.00,0.00,6.00,6.65,2935.0,0.265,12,987.4,0.165,9,1117.36,0.326,10,486.57,0.320,132
E05011471,New Addington South,Croydon,11677,6623,2886,6715,2076,59%,34,6635.1,44,34.9,38,2247,E01001080,100%,7.35,0.00,1.00,5.00,7.35,2531.0,0.217,52,977.2,0.148,19,839.04,0.291,46,477.93,0.230,288
E05011472,Norbury & Pollards Hill,Croydon,12770,7787,2809,7783,2179,3%,391,14005.5,307,21.0,314,8631,E01001089,100%,6.43,0.00,0.00,0.00,3.43,1528.1,0.120,363,571.7,0.073,381,383.62,0.137,403,434.40,0.199,352
E05011473,Norbury Park,Croydon,10508,6341,1995,6343,2170,17%,234,16021.7,356,20.1,334,3575,E01001161,100%,5.76,0.00,0.00,1.00,2.57,1373.0,0.131,325,523.0,0.082,317,319.33,0.160,351,402.50,0.185,375
E05011474,Old Coulsdon,Croydon,9847,5252,1894,5209,2743,9%,303,21949.1,505,14.0,476,5720,E01001021,100%,6.33,0.00,0.00,1.00,1.79,891.4,0.091,464,337.5,0.064,441,260.59,0.138,399,262.12,0.096,560
E05011475,Park Hill & Whitgift,Croydon,5683,3236,1114,3205,1364,0%,438,22361.9,519,12.1,526,12739,E01001050,40%,3.27,0.00,0.00,0.00,0.40,359.9,0.063,569,137.7,0.043,586,71.09,0.064,591,139.23,0.102,547
E05011476,Purley & Woodcote,Croydon,16711,9828,3188,9806,3718,0%,438,19742.5,450,14.8,456,12443,E01001097,86%,9.70,0.00,0.00,0.00,3.73,1376.8,0.082,499,687.3,0.070,408,339.41,0.106,486,361.37,0.097,557
E05011477,Purley Oaks & Riddlesdown,Croydon,10435,6280,2098,6263,2074,0%,438,23029.4,532,11.7,532,12443,E01001097,14%,6.18,0.00,0.00,0.00,0.61,775.2,0.074,526,343.9,0.055,508,233.29,0.111,472,181.66,0.088,573
E05011478,Sanderstead,Croydon,15527,8392,2788,8397,4341,0%,438,26324.4,598,8.8,594,13713,E01001105,100%,9.64,0.00,0.00,0.00,1.00,791.3,0.051,601,407.0,0.049,556,182.51,0.065,584,273.13,0.063,623
E05011479,Selhurst,Croydon,11786,7075,3028,7165,1593,69%,18,5453.9,19,37.3,18,3186,E01001115,100%,6.60,0.00,1.00,4.00,6.60,2579.9,0.219,48,1019.3,0.144,26,814.55,0.269,91,461.48,0.290,179
E05011480,Selsdon & Addington Village,Croydon,10116,5695,1792,5688,2636,11%,282,20428.7,471,15.4,444,4602,E01001066,100%,6.72,0.00,0.00,1.00,1.53,920.2,0.091,462,376.6,0.066,433,281.76,0.157,360,224.01,0.085,578
E05011481,Selsdon Vale & Forestdale,Croydon,10036,5780,1795,5721,2520,0%,438,20796.7,483,13.7,483,11605,E01001061,47%,6.94,0.00,0.00,0.00,1.47,818.9,0.082,501,351.8,0.061,464,241.57,0.135,411,176.41,0.070,612
E05011482,Shirley North,Croydon,15265,8648,2870,8677,3717,23%,197,18785.3,430,18.6,363,3024,E01032569,100%,9.41,0.00,1.00,2.00,2.43,1794.4,0.118,371,749.2,0.087,280,505.34,0.176,306,430.12,0.116,515
E05011483,Shirly South,Croydon,10771,5990,2325,5969,2477,22%,203,19746.6,451,17.3,396,5163,E01001130,100%,6.67,0.00,0.00,2.00,2.00,1404.4,0.130,327,485.5,0.081,329,512.91,0.221,191,206.73,0.083,583
E05011484,South Croydon,Croydon,16853,11003,3323,10967,2564,1%,423,17174.8,383,17.3,397,7324,E01001043,16%,9.56,0.00,0.00,0.00,5.35,1540.9,0.091,459,747.4,0.068,421,403.34,0.121,445,328.14,0.128,484
E05011485,South Norwood,Croydon,16424,10245,3956,10312,2156,36%,116,8275.6,102,30.3,110,4281,E01001145,100%,9.10,0.00,0.00,2.00,9.10,3001.4,0.183,137,1268.0,0.124,84,909.48,0.230,162,514.05,0.238,269
E05011486,Thornton Heath,Croydon,17751,10764,4332,10919,2499,35%,120,9668.7,163,28.8,143,3291,E01001155,100%,10.26,0.00,0.00,4.00,9.46,3100.9,0.175,155,1208.0,0.112,138,920.35,0.212,212,601.55,0.241,265
E05011487,Waddon,Croydon,18226,11232,4427,11360,2439,26%,176,9291.9,146,28.5,150,3467,E01001172,100%,8.73,0.00,0.00,1.00,8.73,3048.9,0.167,189,1213.1,0.108,165,985.56,0.223,183,533.74,0.219,312
E05011488,West Thornton,Croydon,18271,11013,4576,11192,2503,27%,167,9683.6,164,29.2,133,1096,E01001178,100%,11.00,1.00,1.00,2.00,10.00,3302.6,0.181,141,1223.2,0.111,149,989.59,0.216,203,584.41,0.233,282
E05011489,Woodside,Croydon,17559,11058,4249,11192,2118,19%,226,10593.5,197,26.2,202,5914,E01001191,100%,10.03,0.00,0.00,2.00,10.03,2887.8,0.164,203,1242.1,0.112,136,925.65,0.218,199,431.62,0.204,338
E05000170,Acton Central,Ealing,16084,10539,3273,10586,2225,22%,201,12573.7,263,24.1,250,4857,E01001196,100%,9.00,0.00,0.00,2.00,5.00,2447.7,0.152,243,1104.1,0.105,188,605.77,0.185,282,523.88,0.235,277
E05000171,Cleveland,Ealing,14214,8348,3068,8333,2813,26%,177,16407.2,362,21.7,302,2075,E01001210,100%,9.00,0.00,1.00,2.00,3.00,2075.7,0.146,264,854.3,0.102,201,542.20,0.177,304,490.97,0.175,396
E05000172,Dormers Wells,Ealing,14006,8279,3118,8306,2582,35%,118,9785.0,167,29.0,139,2523,E01001220,100%,8.00,0.00,1.00,3.00,6.00,2547.1,0.182,138,921.3,0.111,148,596.60,0.191,265,765.61,0.297,168
E05000173,Ealing Broadway,Ealing,14326,9662,2270,9632,2424,0%,438,18263.1,412,16.4,422,11345,E01001221,100%,8.00,0.00,0.00,0.00,3.00,1304.6,0.091,461,605.3,0.063,449,250.42,0.110,475,392.49,0.162,421
E05000174,Ealing Common,Ealing,13633,9161,2086,9122,2425,3%,386,14803.7,329,20.1,336,7923,E01001229,100%,9.00,0.00,0.00,0.00,5.00,1514.2,0.111,399,694.0,0.076,367,285.90,0.137,400,455.95,0.188,371
E05000175,East Acton,Ealing,20803,14296,3963,14398,2442,10%,294,11301.5,221,24.7,238,6813,E01001239,100%,10.00,0.00,0.00,0.00,9.00,3068.6,0.148,256,1210.2,0.085,297,865.28,0.218,196,635.75,0.260,227
E05000176,Elthorne,Ealing,14646,9268,3209,9303,2134,25%,186,13006.3,273,24.2,247,3848,E01001249,100%,8.00,0.00,0.00,2.00,4.00,2302.9,0.157,228,1051.3,0.113,133,559.50,0.174,312,508.91,0.238,268
E05000177,Greenford Broadway,Ealing,17961,10566,4463,10714,2784,24%,187,10260.6,182,27.1,186,4021,E01001257,100%,10.00,0.00,0.00,3.00,9.00,3069.6,0.171,176,1154.6,0.109,158,880.35,0.197,247,692.42,0.249,247
E05000178,Greenford Green,Ealing,14656,8779,3220,8872,2564,6%,346,15660.9,349,19.1,357,7140,E01001267,100%,8.00,0.00,0.00,0.00,4.00,1653.2,0.113,390,641.3,0.073,386,421.57,0.131,418,486.37,0.190,369
E05000179,Hanger Hill,Ealing,15932,9810,3267,9777,2888,0%,438,20053.5,459,14.6,463,11526,E01001278,100%,9.00,0.00,0.00,0.00,3.00,1292.0,0.081,502,506.6,0.052,529,320.30,0.098,508,361.78,0.125,492
E05000180,Hobbayne,Ealing,13923,8113,3292,8181,2450,21%,217,13199.1,279,23.4,267,4237,E01001283,100%,9.00,0.00,0.00,2.00,5.00,2175.8,0.156,230,894.8,0.110,154,552.73,0.168,334,576.68,0.235,278
E05000181,Lady Margaret,Ealing,13449,8214,2804,8229,2416,2%,410,14204.6,313,20.6,325,9045,E01001298,100%,8.00,0.00,0.00,0.00,5.00,1786.6,0.133,315,751.9,0.092,257,397.97,0.142,391,510.47,0.211,325
E05000183,North Greenford,Ealing,14796,9020,3140,9046,2610,3%,383,18563.9,423,16.0,431,8519,E01001311,100%,8.00,0.00,0.00,0.00,2.00,1538.3,0.104,423,545.7,0.061,468,409.31,0.130,420,454.59,0.174,397
E05000182,Northfield,Ealing,13225,8336,2696,8311,2218,0%,438,23557.3,541,11.1,540,14321,E01001301,100%,8.00,0.00,0.00,0.00,1.00,866.2,0.065,562,410.1,0.049,548,190.07,0.070,571,284.97,0.128,483
E05000184,Northolt Mandeville,Ealing,15290,9154,3694,9187,2409,22%,205,10153.4,178,27.2,183,3831,E01001320,100%,9.00,0.00,0.00,2.00,9.00,2637.8,0.173,168,1019.8,0.111,147,798.38,0.216,205,534.58,0.222,307
E05000185,Northolt West End,Ealing,15603,9079,4160,9205,2238,50%,56,6880.4,54,33.3,56,3501,E01001330,100%,9.00,0.00,0.00,5.00,9.00,3288.9,0.211,65,1181.5,0.130,60,974.24,0.234,155,730.11,0.326,122
E05000186,Norwood Green,Ealing,13847,8515,2879,8572,2396,50%,54,7289.8,69,32.9,62,3919,E01001334,100%,8.00,0.00,0.00,5.00,8.00,2742.2,0.198,91,1231.0,0.145,24,661.07,0.230,165,687.66,0.287,181
E05000187,Perivale,Ealing,15884,9860,3342,9856,2686,5%,364,16935.1,374,17.7,382,6422,E01001349,100%,9.00,0.00,0.00,1.00,4.00,1828.9,0.115,382,665.8,0.068,426,460.73,0.138,397,509.68,0.190,368
E05000188,South Acton,Ealing,14944,9390,3135,9433,2376,32%,131,10075.2,175,29.0,138,2863,E01001356,100%,9.00,0.00,2.00,3.00,7.00,2805.9,0.188,118,1084.1,0.115,120,695.67,0.222,186,755.88,0.318,136
E05000189,Southall Broadway,Ealing,14288,8715,3274,8743,2271,30%,147,8226.3,101,30.2,117,3672,E01001364,100%,7.00,0.00,0.00,2.00,7.00,2454.7,0.172,172,972.4,0.112,142,547.24,0.167,335,720.53,0.317,137
E05000190,Southall Green,Ealing,16070,10013,3950,10091,2029,16%,243,9156.8,138,27.9,166,7551,E01001372,100%,8.00,0.00,0.00,0.00,8.00,2683.0,0.167,190,1060.7,0.106,179,689.24,0.174,311,639.57,0.315,140
E05000191,Southfield,Ealing,13622,8904,2595,8857,2170,0%,438,21989.7,507,12.7,508,11416,E01001376,100%,8.00,0.00,0.00,0.00,2.00,1157.8,0.085,490,483.8,0.054,514,259.13,0.100,499,323.56,0.149,443
E05000192,Walpole,Ealing,13083,8415,2593,8409,2081,7%,337,20352.3,468,14.9,453,5956,E01001388,100%,8.00,0.00,0.00,1.00,2.00,1136.2,0.087,481,503.3,0.060,474,261.52,0.101,498,357.06,0.172,399
E05000193,Bowes,Enfield,15317,10230,2711,10280,2326,8%,326,14559.2,320,21.2,309,5795,E01001395,100%,8.00,0.00,0.00,1.00,6.00,2191.8,0.143,274,832.8,0.081,327,559.81,0.206,229,613.20,0.264,219
E05000194,Bush Hill Park,Enfield,14616,8537,2608,8465,3543,0%,438,20735.9,482,13.7,482,11086,E01001406,100%,9.00,0.00,0.00,0.00,2.00,1331.4,0.091,460,534.7,0.063,450,313.15,0.120,450,447.31,0.126,489
E05000195,Chase,Enfield,13980,8226,3156,8245,2579,34%,124,12745.4,268,25.9,208,2967,E01001410,100%,8.00,0.00,1.00,3.00,5.00,2267.4,0.162,210,881.0,0.107,171,666.64,0.211,216,465.48,0.180,386
E05000196,Cockfosters,Enfield,13991,7966,2540,7967,3484,1%,433,19051.0,433,16.0,434,9728,E01001421,100%,8.00,0.00,0.00,0.00,3.00,1464.0,0.105,422,514.0,0.065,439,316.67,0.125,441,547.31,0.157,430
E05000197,Edmonton Green,Enfield,19454,11606,5368,11797,2289,89%,5,3912.7,5,41.9,5,2455,E01001425,100%,10.00,0.00,3.00,9.00,10.00,5317.6,0.273,8,1846.6,0.159,14,1604.50,0.299,35,977.09,0.427,31
E05000198,Enfield Highway,Enfield,16753,9838,4428,10019,2306,50%,55,6746.8,50,33.3,57,4642,E01001437,100%,9.00,0.00,0.00,5.00,9.00,3796.1,0.227,36,1275.7,0.130,61,1262.35,0.285,54,623.91,0.271,209
E05000199,Enfield Lock,Enfield,17961,10689,4977,10889,2095,42%,87,7489.8,74,32.2,71,3165,E01001442,100%,9.00,0.00,1.00,3.00,9.00,4133.0,0.230,32,1326.9,0.124,83,1529.63,0.307,25,561.60,0.268,214
E05000200,Grange,Enfield,13240,7576,2468,7497,3275,0%,438,22277.4,517,12.3,517,13223,E01001450,100%,8.00,0.00,0.00,0.00,1.00,971.7,0.073,529,377.9,0.050,542,240.36,0.097,509,331.01,0.101,551
E05000201,Haselbury,Enfield,17288,10536,4295,10627,2366,42%,84,7746.9,85,31.8,79,4196,E01001458,100%,10.00,0.00,0.00,5.00,10.00,3813.2,0.221,44,1317.2,0.125,81,1171.81,0.273,79,676.46,0.286,186
E05000202,Highlands,Enfield,13472,7714,2412,7638,3422,3%,396,18716.8,427,16.0,433,8107,E01001468,100%,8.00,0.00,0.00,0.00,2.00,1359.6,0.101,433,621.2,0.081,335,332.28,0.138,398,367.61,0.107,536
E05000203,Jubilee,Enfield,15078,8830,3727,8918,2433,39%,97,7429.9,71,32.6,64,1643,E01001483,100%,9.00,0.00,1.00,4.00,9.00,3171.6,0.210,66,1133.5,0.128,69,1000.45,0.268,94,602.08,0.247,256
E05000204,Lower Edmonton,Enfield,17681,10284,4994,10455,2232,62%,29,5968.5,30,35.2,33,3856,E01001486,100%,9.00,0.00,0.00,5.00,9.00,4142.9,0.234,25,1407.2,0.137,39,1397.03,0.280,68,657.28,0.294,173
E05000205,Palmers Green,Enfield,15794,10085,2910,10049,2835,3%,394,14682.6,325,20.3,330,8384,E01001493,100%,9.00,0.00,0.00,0.00,5.00,2146.7,0.136,298,787.9,0.078,353,441.08,0.152,373,729.33,0.257,233
E05000206,Ponders End,Enfield,15690,9312,4098,9522,2070,55%,40,6336.9,36,34.5,40,2622,E01001510,100%,9.00,0.00,1.00,5.00,9.00,3595.6,0.229,33,1256.1,0.135,46,1096.96,0.268,96,655.59,0.317,139
E05000207,Southbury,Enfield,15278,9234,3876,9386,2016,32%,134,9615.3,160,29.1,136,2365,E01001517,100%,8.00,0.00,1.00,3.00,8.00,2961.7,0.194,100,1072.9,0.116,116,958.19,0.247,130,505.43,0.251,244
E05000208,Southgate,Enfield,15456,9462,3190,9430,2836,0%,438,20561.4,476,13.8,481,13445,E01001524,100%,8.00,0.00,0.00,0.00,1.00,1564.5,0.101,432,561.2,0.059,481,401.19,0.126,437,418.90,0.148,447
E05000209,Southgate Green,Enfield,14121,8604,2512,8595,3014,11%,280,18835.0,431,16.9,411,5918,E01001528,100%,9.00,0.00,0.00,1.00,3.00,1523.2,0.108,412,611.8,0.071,405,352.78,0.140,393,449.34,0.149,444
E05000210,Town,Enfield,15112,8900,3086,8872,3154,0%,438,21029.7,487,13.3,491,15451,E01001536,100%,9.00,0.00,0.00,0.00,2.00,1387.3,0.092,458,569.1,0.064,444,401.67,0.130,422,359.81,0.114,517
E05000211,Turkey Street,Enfield,15119,8879,3889,8995,2235,56%,38,6282.1,35,35.3,32,2973,E01001545,100%,8.00,0.00,1.00,4.00,8.00,3494.5,0.231,31,1218.2,0.137,36,1175.57,0.302,32,577.63,0.258,232
E05000212,Upper Edmonton,Enfield,19317,11690,5090,11860,2367,66%,23,6010.9,31,36.2,24,2725,E01001562,100%,10.00,0.00,1.00,7.00,10.00,4285.3,0.222,43,1503.0,0.129,68,1368.95,0.269,92,737.44,0.312,148
E05000213,Winchmore Hill,Enfield,14020,8579,2607,8519,2894,0%,438,21473.8,496,12.9,504,16189,E01001570,100%,8.00,0.00,0.00,0.00,1.00,1207.5,0.086,486,508.2,0.059,482,252.04,0.097,511,403.11,0.139,455
E05000214,Abbey Wood,Greenwich,16935,10028,4503,10171,2261,45%,75,9338.5,148,30.5,105,2565,E01001575,100%,9.00,0.00,1.00,5.00,7.00,3412.1,0.201,83,1310.8,0.131,59,1122.33,0.249,124,562.02,0.249,248
E05000215,Blackheath Westcombe,Greenwich,13160,8357,2221,8339,2600,0%,438,19083.4,434,15.4,445,11294,E01001586,100%,8.00,0.00,0.00,0.00,3.00,1219.1,0.093,452,552.0,0.066,434,258.80,0.117,457,378.47,0.146,450
E05000216,Charlton,Greenwich,15191,9545,3508,9535,2148,25%,182,11960.1,242,25.1,230,5415,E01001594,100%,8.00,0.00,0.00,2.00,6.00,2533.6,0.167,191,1087.7,0.114,129,714.64,0.204,235,531.58,0.247,255
E05000217,Coldharbour and New Eltham,Greenwich,13524,7929,2603,7923,2998,15%,246,16683.0,367,19.2,353,5305,E01001603,100%,8.00,0.00,0.00,1.00,2.00,1621.7,0.120,362,782.3,0.099,217,374.10,0.144,385,456.48,0.152,437
E05000218,Eltham North,Greenwich,13049,7672,2432,7584,3033,0%,438,20346.8,466,14.1,472,12789,E01001609,100%,8.00,0.00,0.00,0.00,3.00,1091.9,0.084,495,536.2,0.070,409,247.56,0.102,497,365.06,0.120,507
E05000219,Eltham South,Greenwich,12846,7929,2238,7953,2655,0%,438,16722.0,369,18.1,373,10717,E01033729,100%,7.00,0.00,0.00,0.00,4.00,1493.6,0.116,376,624.4,0.079,346,439.49,0.196,251,356.69,0.134,472
E05000220,Eltham West,Greenwich,11481,6966,2482,6954,2045,41%,89,7551.2,76,31.6,84,4073,E01001625,100%,6.00,0.00,0.00,2.00,6.00,2192.4,0.191,109,926.8,0.133,50,586.49,0.236,151,550.72,0.269,212
E05000221,Glyndon,Greenwich,19842,12837,4666,12987,2189,27%,169,10129.9,177,27.6,174,3802,E01001634,100%,10.00,0.00,0.00,3.00,9.00,3731.2,0.188,116,1498.4,0.117,113,1059.57,0.227,173,789.27,0.361,89
E05000222,Greenwich West,Greenwich,19531,14162,3498,14124,1909,7%,330,15252.2,338,20.0,338,7763,E01001640,100%,9.00,0.00,0.00,0.00,4.00,2681.5,0.137,288,1022.5,0.072,397,871.26,0.249,126,480.97,0.252,240
E05000223,Kidbrooke with Hornfair,Greenwich,14274,8957,2945,8975,2354,27%,171,10054.8,174,27.7,171,3333,E01001651,100%,8.00,0.00,0.00,2.00,7.00,2443.6,0.171,175,1062.0,0.119,106,724.22,0.246,134,511.84,0.217,315
E05000224,Middle Park and Sutcliffe,Greenwich,14340,8450,3255,8489,2596,45%,71,10247.5,181,29.1,134,3586,E01001655,100%,9.00,0.00,0.00,5.00,8.00,2569.5,0.179,144,1079.1,0.128,71,758.43,0.233,158,537.29,0.207,334
E05000225,Peninsula,Greenwich,16001,11581,2891,11306,1804,11%,288,12158.3,249,24.0,252,3574,E01001667,100%,9.00,0.00,0.00,1.00,7.00,2263.8,0.141,276,988.5,0.085,291,619.10,0.214,209,499.88,0.277,197
E05000226,Plumstead,Greenwich,18100,11441,4131,11551,2418,15%,248,10644.2,198,25.8,209,5579,E01001673,100%,9.00,0.00,0.00,1.00,9.00,3204.8,0.177,147,1226.5,0.107,170,834.49,0.202,238,834.85,0.345,104
E05000227,Shooters Hill,Greenwich,14006,8667,2836,8638,2532,0%,438,16936.2,375,17.5,389,10933,E01001684,100%,9.00,0.00,0.00,0.00,5.00,1661.5,0.119,369,725.0,0.084,304,439.87,0.155,368,389.74,0.154,436
E05000228,Thamesmead Moorings,Greenwich,21433,13437,6173,13587,1673,14%,253,11132.9,215,25.1,232,5655,E01001687,100%,11.00,0.00,0.00,2.00,11.00,3694.1,0.172,170,1347.7,0.100,211,1334.51,0.216,204,497.35,0.297,167
E05000229,Woolwich Common,Greenwich,17971,11428,4660,11632,1679,41%,91,7547.8,75,31.5,85,4923,E01001702,100%,10.00,0.00,0.00,4.00,10.00,3836.0,0.213,59,1461.7,0.128,70,1190.44,0.255,118,696.77,0.415,41
E05000230,Woolwich Riverside,Greenwich,21554,14662,4981,14712,1861,35%,119,10821.9,203,27.3,182,4427,E01001706,100%,13.00,0.00,0.00,5.00,10.00,3792.7,0.176,150,1515.1,0.103,196,1176.11,0.236,153,636.37,0.342,107
E05009367,Brownswood,Hackney,8851,6852,1202,6885,764,25%,178,10277.8,184,27.0,189,5179,E01001716,100%,5.73,0.00,0.00,2.00,5.73,1278.8,0.144,268,572.4,0.084,305,320.15,0.266,97,279.90,0.366,84
E05009368,Cazenove,Hackney,15337,9297,4557,9451,1329,21%,214,9377.4,153,27.8,169,6162,E01001826,27%,7.55,0.00,0.00,0.55,7.55,2762.7,0.180,142,885.6,0.095,235,806.30,0.177,303,535.60,0.403,49
E05009369,Clissold,Hackney,13578,9419,2661,9423,1494,17%,235,10811.6,202,26.2,203,3274,E01001740,100%,7.49,0.00,1.00,1.00,6.77,2187.6,0.161,212,925.6,0.098,220,497.73,0.187,275,545.88,0.365,86
E05009370,Dalston,Hackney,8980,7175,1102,7154,724,43%,83,7212.9,65,31.8,81,6411,E01033699,100%,4.42,0.00,0.00,1.00,4.42,1435.3,0.160,216,692.4,0.096,228,311.78,0.283,58,300.77,0.416,39
E05009371,De Beauvoir,Hackney,9622,7249,1437,7231,954,31%,137,9388.7,154,28.5,151,5518,E01001750,100%,4.49,0.00,0.00,1.83,4.49,1421.8,0.148,255,594.7,0.082,322,402.09,0.280,67,287.89,0.302,162
E05009372,Hackney Central,Hackney,13501,9485,2486,9433,1582,48%,62,7166.4,62,33.4,55,2627,E01001761,100%,6.91,0.00,1.00,3.00,6.91,2910.7,0.216,57,1156.5,0.122,95,719.06,0.289,48,701.70,0.443,22
E05009373,Hackney Downs,Hackney,14092,9946,2630,9964,1498,45%,73,7248.1,66,32.5,67,3374,E01001765,100%,8.00,0.00,0.00,5.00,8.00,2835.4,0.201,84,1173.1,0.118,108,688.94,0.262,104,658.93,0.440,24
E05009374,Hackney Wick,Hackney,12668,8532,2672,8629,1367,73%,14,4719.9,9,40.8,8,1315,E01001847,100%,7.00,1.00,3.00,6.00,7.00,3129.9,0.247,16,1345.6,0.158,15,886.68,0.332,6,558.76,0.409,45
E05009375,Haggerston,Hackney,14106,10035,2555,10089,1462,72%,16,5209.1,17,37.8,17,2862,E01001776,100%,7.78,0.00,1.00,6.48,7.78,3291.8,0.233,26,1360.4,0.136,44,852.46,0.334,5,699.73,0.479,12
E05009376,Homerton,Hackney,13359,8990,3038,9075,1247,76%,11,4931.1,14,38.6,14,2780,E01001838,44%,6.27,0.00,1.44,5.27,6.27,3288.2,0.246,17,1305.7,0.145,20,1001.66,0.330,7,556.25,0.446,20
E05009377,Hoxton East & Shoreditch,Hackney,13011,10183,1859,10226,926,35%,117,8352.7,107,30.3,115,4241,E01001755,100%,5.98,0.00,0.00,1.95,5.98,1958.6,0.151,248,796.3,0.078,352,534.36,0.287,50,393.56,0.425,32
E05009378,Hoxton West,Hackney,14128,11023,2118,10911,1100,43%,81,8151.2,98,31.4,88,3123,E01001781,100%,6.66,0.00,1.00,3.66,6.66,2460.3,0.174,157,1055.1,0.096,231,681.25,0.322,12,428.54,0.389,62
E05009379,King's Park,Hackney,13234,8234,3198,8358,1678,64%,26,5652.9,21,37.0,21,1876,E01001790,100%,7.86,0.00,1.00,4.00,7.86,3251.3,0.246,18,1192.0,0.145,22,893.57,0.279,70,761.18,0.454,17
E05009380,Lea Bridge,Hackney,15959,10971,3362,11025,1572,33%,130,8006.6,93,30.7,100,2769,E01001798,58%,8.95,0.00,0.58,1.81,8.95,2872.4,0.180,143,1136.9,0.104,195,799.97,0.238,147,551.16,0.351,101
E05009381,London Fields,Hackney,13295,9546,2195,9538,1562,36%,115,7816.2,87,30.9,96,3434,E01001821,16%,7.82,0.00,0.00,3.08,7.82,2436.0,0.183,135,991.3,0.104,194,539.71,0.246,135,648.47,0.415,40
E05009382,Shacklewell,Hackney,9106,6601,1651,6639,816,46%,67,7441.4,72,31.9,76,5257,E01001745,100%,4.68,0.00,0.00,2.00,4.68,1879.2,0.206,73,742.1,0.112,134,509.48,0.309,24,374.58,0.459,15
